city;year;weekofyear;week_start_date;ndvi_ne;ndvi_nw;ndvi_se;ndvi_sw;precipitation_amt_mm;reanalysis_air_temp_k;reanalysis_avg_temp_k;reanalysis_dew_point_temp_k;reanalysis_max_air_temp_k;reanalysis_min_air_temp_k;reanalysis_precip_amt_kg_per_m2;reanalysis_relative_humidity_percent;reanalysis_sat_precip_amt_mm;reanalysis_specific_humidity_g_per_kg;reanalysis_tdtr_k;station_avg_temp_c;station_diur_temp_rng_c;station_max_temp_c;station_min_temp_c;station_precip_mm
sj;1998;11;12/03/1998;0;797;1391714;1625286;0;298279000000;298386000000;294697000000;3012;2957;4278;807786000000;0;160814000000;222857000000;258143000000;69;322;211;151
sj;1998;12;19/03/1998;604;8823333;2129286;2124143;0;298176000000;298371000000;292907000000;3004;2962;6;726429000000;0;143671000000;251429000000;248857000000;701429000000;289;206;277
sj;1998;13;26/03/1998;0;731;1881667;1685;0;298503000000;298664000000;294099000000;3007;2965;210;766757000000;0;1548;255714000000;262286000000;69;311;222;165
sj;1998;14;02/04/1998;672;2766667;1485333;1277429;7298;298044000000;298193000000;294629000000;3011;2965;412;814057000000;7298;159986000000;252857000000;257143000000;62;317;217;155
sj;1998;15;09/04/1998;48;652;9894286;1027714;1201;297871000000;2982;294216000000;3008;2956;190;8019;1201;156357000000;30;260286000000;635714000000;317;217;107
sj;1998;16;16/04/1998;308;76;1139714;1258571;0;298473000000;298579000000;29497;3007;2965;239;811457000000;0;164029000000;215714000000;269286000000;611429000000;339;222;79
sj;1998;17;23/04/1998;671;9136667;1444857;1479571;2222;297736000000;297793000000;293543000000;2998;2962;243;777129000000;2222;150143000000;215714000000;256;585714000000;294;217;734
sj;1998;18;30/04/1998;1063;461;2191857;2073286;7164;299566000000;299836000000;295834000000;3015;2982;117;800729000000;7164;172314000000;235714000000;268714000000;69;311;228;163
sj;1998;19;07/05/1998;0;9693333;1582429;1198143;0;299133000000;299293000000;294827000000;3013;2977;176;773314000000;0;162214000000;218571000000;267857000000;62;311;222;69
sj;1998;20;14/05/1998;0;4255;1317833;1003;5576;2992;2994;29511;3029;2966;103;784014000000;5576;165029000000;362857000000;271429000000;701429000000;339;222;71
sj;1998;21;21/05/1998;-3;33625;1648667;1742;564;300024000000;300086000000;297063000000;3029;2978;537;840714000000;564;186143000000;282857000000;279143000000;697143000000;344;233;591
sj;1998;22;28/05/1998;484;372;1550833;1645167;1586;299843000000;299936000000;29702;3023;2984;594;846357000000;1586;185114000000;218571000000;279714000000;565714000000;311;244;138
sj;1998;23;04/06/1998;-427;7076667;1536;1221429;819;299619000000;299807000000;296351000000;3014;2981;358;8246;819;177657000000;232857000000;278571000000;62;322;239;105
sj;1998;24;11/06/1998;12125;12125;2368143;2751714;8621;300757000000;300843000000;297451000000;3027;2992;207;823057000000;8621;189914000000;242857000000;284286000000;698571000000;328;239;386
sj;1998;25;18/06/1998;725;509;2078286;1756286;4952;300517000000;300564000000;296436000000;3030;2989;154;7853;4952;178543000000;238571000000;281;652857000000;328;239;234
sj;1998;26;25/06/1998;3745;167;1447;1523571;7208;299944000000;29995;296996000000;3023;2983;7133;840257000000;7208;1847;235714000000;282143000000;674286000000;322;239;206
sj;1998;27;02/07/1998;715;96075;1718429;1558857;2006;300596000000;300721000000;296847000000;3027;2990;3331;800857000000;2006;182786000000;23;286143000000;585714000000;322;250;0
sj;1998;28;09/07/1998;-3095;628;1886286;1695286;5405;300453000000;300436000000;296924000000;3029;2985;4531;8129;5405;183914000000;23;283857000000;674286000000;328;228;117
sj;1998;29;16/07/1998;289;4713333;8254286;6893333;1042;300337000000;300457000000;296289000000;3028;2981;3086;7899;1042;177157000000;271429000000;283857000000;707143000000;333;239;625
sj;1998;30;23/07/1998;554;1065;1776429;1602571;6874;299823000000;299886000000;296503000000;3022;2981;9368;822129000000;6874;179457000000;188571000000;275571000000;668571000000;317;239;819
sj;1998;31;30/07/1998;14065;127;26975;2465286;1603;300061000000;300036000000;297039000000;3020;2985;10787;837429000000;1603;185471000000;204286000000;282714000000;572857000000;317;239;205
sj;1998;32;06/08/1998;2866667;57625;1758571;1526857;2579;300663000000;300886000000;297127000000;3032;2986;277;812171000000;2579;186314000000;291429000000;284571000000;618571000000;322;244;62
sj;1998;33;13/08/1998;5346667;935;1854333;1739;3844;300669000000;300621000000;297457000000;3031;2989;559;828;3844;190157000000;227143000000;290714000000;634286000000;328;244;38
sj;1998;34;20/08/1998;1072;567;1809667;1720333;2434;300367000000;30035;297467000000;3030;2989;632;842029000000;2434;1901;172857000000;292143000000;641429000000;328;250;204
sj;1998;35;27/08/1998;307;7575;1548167;1902571;9658;300469000000;300579000000;297401000000;3031;2987;983;8345;9658;190271000000;267143000000;280429000000;682857000000;339;233;1464
sj;1998;36;03/09/1998;388;5403333;1585429;1456429;4774;300687000000;300707000000;297329000000;3034;2984;525;821929000000;4774;189086000000;29;287571000000;712857000000;339;228;274
sj;1998;37;10/09/1998;7465;5796667;1518857;122;7273;300147000000;3002;29716;3020;2987;736;840029000000;7273;187243000000;202857000000;283286000000;684286000000;322;244;613
sj;1998;38;17/09/1998;0;401;1554833;14148;3503;300587000000;300607000000;297276000000;3030;2988;3383;823329000000;3503;188471000000;218571000000;287286000000;698571000000;344;244;397
sj;1998;39;24/09/1998;5085;4685;2315857;2066857;8287;30013;300186000000;29706;3021;2988;558;833314000000;8287;185814000000;185714000000;277714000000;622857000000;322;244;1236
sj;1998;40;01/10/1998;-22;382;1618857;1683143;22361;300597000000;300757000000;296539000000;3029;2985;1244;787829000000;22361;180614000000;28;279143000000;628571000000;328;239;247
sj;1998;41;08/10/1998;0;-19;1630571;1492;3326;300713000000;300743000000;296921000000;3029;2989;283;799986000000;3326;184186000000;234286000000;282571000000;55;317;244;250
sj;1998;42;15/10/1998;0;8155;1864143;1386857;2594;300796000000;300857000000;296613000000;3029;2993;185;780986000000;2594;180914000000;268571000000;277571000000;631429000000;317;233;155
sj;1998;43;22/10/1998;213;85;1969667;1962;3209;300247000000;300236000000;2969;3019;2988;365;820386000000;3209;1841;212857000000;281571000000;692857000000;339;239;267
sj;1998;44;29/10/1998;-359;-726;1117286;9242857;18246;299849000000;299986000000;296867000000;3021;2977;924;838657000000;18246;183757000000;208571000000;277143000000;612857000000;328;233;546
sj;1998;45;05/11/1998;0;-225;2212286;1698;12165;299653000000;299693000000;296943000000;3017;2985;895;8512;12165;184843000000;178571000000;274286000000;645714000000;311;233;815
sj;1998;46;12/11/1998;3866667;-5725;1859167;9834286;1807;300003000000;30005;29642;3024;2979;361;809143000000;1807;178686000000;207143000000;277857000000;667143000000;328;233;87
sj;1998;47;19/11/1998;0;0;2537429;2166143;11003;298676000000;298657000000;296183000000;3003;2973;1434;862143000000;11003;176271000000;148571000000;267286000000;621429000000;306;233;713
sj;1998;48;26/11/1998;501;6575;1662429;1467571;0;299233000000;299321000000;295493000000;3014;2974;571;800214000000;0;168671000000;201429000000;265571000000;568571000000;300;228;298
sj;1998;49;03/12/1998;5675;6565;6918571;5278571;2235;298301000000;298257000000;295173000000;3004;2965;11577;830243000000;2235;165871000000;188571000000;256429000000;594286000000;294;222;482
sj;1998;50;10/12/1998;619;2633333;2133;1730143;15294;298094000000;29815;29554;2998;2971;15872;859114000000;15294;169657000000;135714000000;258143000000;501429000000;289;228;976
sj;1998;51;17/12/1998;-8216667;-91675;2399;1700571;1676;299043000000;2991;295033000000;3009;2976;102;786686000000;1676;164086000000;197143000000;260714000000;554286000000;311;228;189
sj;1998;52;24/12/1998;6056667;-13095;15715;981875;0;299283000000;299436000000;295216000000;3014;2980;128;784186000000;0;165643000000;212857000000;259286000000;604286000000;300;222;297
